date,hour,home_team,away_team,score,home_goals,away_goals,datetime,odds_1,result,over_under_25,odds_over_under_25,goal_no_goal,odds_goal_no_goal
26-02-2025,15:46:00,Messico,Spagna,0-2,0,2,2025-02-26 15:46:00,215,2,"Under 2,5 Goal",128,NG,137
26-02-2025,15:40:00,Italia,Turchia,2-0,2,0,2025-02-26 15:40:00,213,1,"Under 2,5 Goal",128,NG,137
26-02-2025,15:34:00,Inghilterra,Messico,1-1,1,1,2025-02-26 15:34:00,317,X,"Under 2,5 Goal",129,GG,225
26-02-2025,15:28:00,Francia,Olanda,2-0,2,0,2025-02-26 15:28:00,246,1,"Under 2,5 Goal",129,NG,136
26-02-2025,15:22:00,Danimarca,Germania,2-1,2,1,2025-02-26 15:22:00,239,1,"Over 2,5 Goal",247,GG,221
26-02-2025,15:16:00,Croazia,Spagna,1-0,1,0,2025-02-26 15:16:00,238,1,"Under 2,5 Goal",130,NG,138
26-02-2025,15:10:00,Cile,Francia,2-2,2,2,2025-02-26 15:10:00,327,X,"Over 2,5 Goal",246,GG,222
26-02-2025,15:04:00,Belgio,Colombia,1-0,1,0,2025-02-26 15:04:00,199,1,"Under 2,5 Goal",129,NG,139
26-02-2025,14:58:00,Argentina,Brasile,0-2,0,2,2025-02-26 14:58:00,226,2,"Under 2,5 Goal",130,NG,138
26-02-2025,14:52:00,Olanda,Spagna,3-0,3,0,2025-02-26 14:52:00,230,1,"Over 2,5 Goal",246,NG,138
26-02-2025,14:46:00,Nigeria,Svizzera,0-0,0,0,2025-02-26 14:46:00,311,X,"Under 2,5 Goal",130,NG,139
26-02-2025,14:40:00,Croazia,Turchia,0-0,0,0,2025-02-26 14:40:00,314,X,"Under 2,5 Goal",128,NG,137
26-02-2025,14:34:00,Messico,Uruguay,0-0,0,0,2025-02-26 14:34:00,317,X,"Under 2,5 Goal",128,NG,137
26-02-2025,14:28:00,Portogallo,Spagna,2-0,2,0,2025-02-26 14:28:00,237,1,"Under 2,5 Goal",130,NG,138
26-02-2025,14:22:00,Svizzera,Uruguay,1-0,1,0,2025-02-26 14:22:00,247,1,"Under 2,5 Goal",129,NG,137
26-02-2025,14:16:00,Inghilterra,Italia,1-1,1,1,2025-02-26 14:16:00,325,X,"Under 2,5 Goal",130,GG,222
26-02-2025,14:10:00,Danimarca,Serbia,1-0,1,0,2025-02-26 14:10:00,215,1,"Under 2,5 Goal",128,NG,137
26-02-2025,14:04:00,Spagna,Uruguay,1-0,1,0,2025-02-26 14:04:00,228,1,"Under 2,5 Goal",130,NG,138
26-02-2025,13:58:00,Serbia,Svizzera,2-0,2,0,2025-02-26 13:58:00,244,1,"Under 2,5 Goal",129,NG,136
26-02-2025,13:52:00,Portogallo,Uruguay,2-1,2,1,2025-02-26 13:52:00,233,1,"Over 2,5 Goal",247,GG,222
26-02-2025,13:46:00,Olanda,Serbia,1-2,1,2,2025-02-26 13:46:00,265,2,"Over 2,5 Goal",247,GG,220
26-02-2025,13:40:00,Nigeria,Olanda,3-1,3,1,2025-02-26 13:40:00,292,1,"Over 2,5 Goal",248,GG,219
26-02-2025,13:34:00,Messico,Turchia,1-0,1,0,2025-02-26 13:34:00,222,1,"Under 2,5 Goal",130,NG,138
26-02-2025,13:28:00,Francia,Svizzera,1-0,1,0,2025-02-26 13:28:00,227,1,"Under 2,5 Goal",130,NG,138
26-02-2025,13:22:00,Colombia,Turchia,1-3,1,3,2025-02-26 13:22:00,191,2,"Over 2,5 Goal",254,GG,221
26-02-2025,13:16:00,Cile,Turchia,0-2,0,2,2025-02-26 13:16:00,251,2,"Under 2,5 Goal",128,NG,137
26-02-2025,13:10:00,Inghilterra,Portogallo,0-0,0,0,2025-02-26 13:10:00,326,X,"Under 2,5 Goal",130,NG,138
26-02-2025,13:04:00,Germania,Serbia,1-2,1,2,2025-02-26 13:04:00,264,2,"Over 2,5 Goal",247,GG,220
26-02-2025,12:58:00,Francia,Italia,0-0,0,0,2025-02-26 12:58:00,324,X,"Under 2,5 Goal",130,NG,138
26-02-2025,12:52:00,Danimarca,Francia,2-0,2,0,2025-02-26 12:52:00,226,1,"Under 2,5 Goal",130,NG,138
26-02-2025,12:46:00,Argentina,Germania,2-2,2,2,2025-02-26 12:46:00,323,X,"Over 2,5 Goal",247,GG,221
26-02-2025,12:40:00,Messico,Serbia,1-1,1,1,2025-02-26 12:40:00,322,X,"Under 2,5 Goal",130,GG,221
26-02-2025,12:34:00,Italia,Spagna,1-0,1,0,2025-02-26 12:34:00,239,1,"Under 2,5 Goal",130,NG,138
26-02-2025,12:28:00,Croazia,Olanda,0-3,0,3,2025-02-26 12:28:00,225,2,"Over 2,5 Goal",247,NG,138
26-02-2025,12:22:00,Colombia,Messico,1-0,1,0,2025-02-26 12:22:00,326,1,"Under 2,5 Goal",131,NG,140
26-02-2025,12:16:00,Cile,Inghilterra,0-1,0,1,2025-02-26 12:16:00,223,2,"Under 2,5 Goal",130,NG,138
26-02-2025,12:10:00,Germania,Nigeria,1-1,1,1,2025-02-26 12:10:00,306,X,"Under 2,5 Goal",129,GG,219
26-02-2025,12:04:00,Francia,Inghilterra,2-2,2,2,2025-02-26 12:04:00,321,X,"Over 2,5 Goal",247,GG,221
26-02-2025,11:58:00,Brasile,Spagna,1-0,1,0,2025-02-26 11:58:00,234,1,"Under 2,5 Goal",130,NG,138
26-02-2025,11:52:00,Belgio,Svizzera,3-1,3,1,2025-02-26 11:52:00,263,1,"Over 2,5 Goal",247,GG,220
26-02-2025,11:46:00,Argentina,Turchia,2-0,2,0,2025-02-26 11:46:00,214,1,"Under 2,5 Goal",128,NG,137
26-02-2025,11:40:00,Messico,Portogallo,0-0,0,0,2025-02-26 11:40:00,319,X,"Under 2,5 Goal",129,NG,136
26-02-2025,11:34:00,Italia,Olanda,0-0,0,0,2025-02-26 11:34:00,323,X,"Under 2,5 Goal",130,NG,138
26-02-2025,11:28:00,Inghilterra,Nigeria,2-2,2,2,2025-02-26 11:28:00,306,X,"Over 2,5 Goal",248,GG,219
26-02-2025,11:22:00,Germania,Italia,0-1,0,1,2025-02-26 11:22:00,237,2,"Under 2,5 Goal",130,NG,138
26-02-2025,11:16:00,Cile,Svizzera,0-0,0,0,2025-02-26 11:16:00,325,X,"Under 2,5 Goal",130,NG,138
26-02-2025,11:10:00,Brasile,Uruguay,0-3,0,3,2025-02-26 11:10:00,228,2,"Over 2,5 Goal",246,NG,138
26-02-2025,11:04:00,Colombia,Uruguay,4-0,4,0,2025-02-26 11:04:00,356,1,"Over 2,5 Goal",241,NG,140
26-02-2025,00:55:00,Danimarca,Nigeria,0-1,0,1,2025-02-26 00:55:00,278,2,"Under 2,5 Goal",129,NG,139
26-02-2025,00:50:00,Francia,Germania,1-2,1,2,2025-02-26 00:50:00,220,2,"Over 2,5 Goal",251,GG,225
26-02-2025,00:45:00,Svizzera,Turchia,1-0,1,0,2025-02-26 00:45:00,220,1,"Under 2,5 Goal",129,NG,136
26-02-2025,00:40:00,Messico,Nigeria,0-1,0,1,2025-02-26 00:40:00,264,2,"Under 2,5 Goal",130,NG,139
26-02-2025,00:35:00,Croazia,Danimarca,2-0,2,0,2025-02-26 00:35:00,228,1,"Under 2,5 Goal",130,NG,138
26-02-2025,00:30:00,Italia,Messico,1-0,1,0,2025-02-26 00:30:00,220,1,"Under 2,5 Goal",129,NG,136
26-02-2025,00:25:00,Colombia,Croazia,2-0,2,0,2025-02-26 00:25:00,349,1,"Under 2,5 Goal",131,NG,140
26-02-2025,00:20:00,Germania,Inghilterra,2-2,2,2,2025-02-26 00:20:00,327,X,"Over 2,5 Goal",246,GG,222
26-02-2025,00:15:00,Brasile,Cile,2-1,2,1,2025-02-26 00:15:00,223,1,"Over 2,5 Goal",247,GG,221
26-02-2025,00:10:00,Turchia,Uruguay,2-1,2,1,2025-02-26 00:10:00,264,1,"Over 2,5 Goal",247,GG,220
26-02-2025,00:05:00,Argentina,Belgio,0-0,0,0,2025-02-26 00:05:00,309,X,"Under 2,5 Goal",129,NG,139
25-02-2025,23:55:00,Croazia,Portogallo,3-1,3,1,2025-02-25 23:55:00,230,1,"Over 2,5 Goal",246,GG,222
25-02-2025,23:50:00,Colombia,Serbia,1-3,1,3,2025-02-25 23:50:00,190,2,"Over 2,5 Goal",254,GG,221
25-02-2025,23:45:00,Cile,Germania,0-1,0,1,2025-02-25 23:45:00,221,2,"Under 2,5 Goal",129,NG,138
25-02-2025,23:40:00,Cile,Nigeria,0-2,0,2,2025-02-25 23:40:00,274,2,"Under 2,5 Goal",129,NG,139
25-02-2025,23:35:00,Brasile,Serbia,2-1,2,1,2025-02-25 23:35:00,211,1,"Over 2,5 Goal",247,GG,220
25-02-2025,23:30:00,Argentina,Svizzera,0-1,0,1,2025-02-25 23:30:00,239,2,"Under 2,5 Goal",130,NG,138
25-02-2025,23:25:00,Belgio,Olanda,1-0,1,0,2025-02-25 23:25:00,287,1,"Under 2,5 Goal",129,NG,139
25-02-2025,23:20:00,Serbia,Uruguay,3-1,3,1,2025-02-25 23:20:00,263,1,"Over 2,5 Goal",247,GG,220
25-02-2025,23:15:00,Colombia,Svizzera,0-2,0,2,2025-02-25 23:15:00,184,2,"Under 2,5 Goal",131,NG,140
25-02-2025,23:10:00,Brasile,Messico,1-0,1,0,2025-02-25 23:10:00,218,1,"Under 2,5 Goal",129,NG,137
25-02-2025,23:05:00,Belgio,Croazia,0-2,0,2,2025-02-25 23:05:00,203,2,"Under 2,5 Goal",129,NG,139
25-02-2025,23:00:00,Francia,Nigeria,0-2,0,2,2025-02-25 23:00:00,272,2,"Under 2,5 Goal",130,NG,139
25-02-2025,22:55:00,Olanda,Uruguay,2-1,2,1,2025-02-25 22:55:00,228,1,"Over 2,5 Goal",246,GG,222
25-02-2025,22:50:00,Argentina,Spagna,0-1,0,1,2025-02-25 22:50:00,223,2,"Under 2,5 Goal",130,NG,138
25-02-2025,22:45:00,Croazia,Serbia,0-2,0,2,2025-02-25 22:45:00,257,2,"Under 2,5 Goal",128,NG,137
25-02-2025,22:40:00,Danimarca,Turchia,0-1,0,1,2025-02-25 22:40:00,255,2,"Under 2,5 Goal",128,NG,137
25-02-2025,22:35:00,Cile,Portogallo,0-0,0,0,2025-02-25 22:35:00,324,X,"Under 2,5 Goal",130,NG,138
25-02-2025,22:30:00,Brasile,Colombia,2-0,2,0,2025-02-25 22:30:00,178,1,"Under 2,5 Goal",131,NG,140
25-02-2025,22:25:00,Belgio,Portogallo,1-2,1,2,2025-02-25 22:25:00,203,2,"Over 2,5 Goal",247,GG,219
25-02-2025,22:20:00,Argentina,Nigeria,2-2,2,2,2025-02-25 22:20:00,308,X,"Over 2,5 Goal",248,GG,219
25-02-2025,22:15:00,Francia,Messico,2-0,2,0,2025-02-25 22:15:00,225,1,"Under 2,5 Goal",130,NG,138
25-02-2025,22:10:00,Inghilterra,Uruguay,1-0,1,0,2025-02-25 22:10:00,230,1,"Under 2,5 Goal",130,NG,138
25-02-2025,22:05:00,Croazia,Italia,1-2,1,2,2025-02-25 22:05:00,230,2,"Over 2,5 Goal",246,GG,222
25-02-2025,22:00:00,Colombia,Nigeria,0-0,0,0,2025-02-25 22:00:00,307,X,"Under 2,5 Goal",129,NG,139
25-02-2025,21:55:00,Serbia,Spagna,1-0,1,0,2025-02-25 21:55:00,267,1,"Under 2,5 Goal",130,NG,139
25-02-2025,21:50:00,Olanda,Turchia,1-1,1,1,2025-02-25 21:50:00,311,X,"Under 2,5 Goal",130,GG,220
25-02-2025,21:45:00,Germania,Svizzera,0-1,0,1,2025-02-25 21:45:00,248,2,"Under 2,5 Goal",129,NG,137
25-02-2025,21:40:00,Francia,Serbia,0-1,0,1,2025-02-25 21:40:00,247,2,"Under 2,5 Goal",129,NG,137
25-02-2025,21:35:00,Belgio,Italia,1-1,1,1,2025-02-25 21:35:00,308,X,"Under 2,5 Goal",129,GG,219
25-02-2025,21:30:00,Colombia,Francia,2-0,2,0,2025-02-25 21:30:00,336,1,"Under 2,5 Goal",131,NG,140
25-02-2025,21:25:00,Danimarca,Portogallo,1-1,1,1,2025-02-25 21:25:00,326,X,"Under 2,5 Goal",130,GG,222
25-02-2025,21:20:00,Brasile,Germania,1-2,1,2,2025-02-25 21:20:00,228,2,"Over 2,5 Goal",247,GG,222
25-02-2025,21:15:00,Argentina,Croazia,1-1,1,1,2025-02-25 21:15:00,327,X,"Under 2,5 Goal",130,GG,222
25-02-2025,21:10:00,Nigeria,Turchia,0-2,0,2,2025-02-25 21:10:00,217,2,"Under 2,5 Goal",128,NG,137
25-02-2025,21:05:00,Croazia,Francia,2-1,2,1,2025-02-25 21:05:00,224,1,"Over 2,5 Goal",247,GG,221
25-02-2025,21:00:00,Colombia,Danimarca,1-1,1,1,2025-02-25 21:00:00,302,X,"Under 2,5 Goal",131,GG,217
25-02-2025,20:55:00,Nigeria,Spagna,0-0,0,0,2025-02-25 20:55:00,305,X,"Under 2,5 Goal",129,NG,139
25-02-2025,20:50:00,Brasile,Olanda,4-0,4,0,2025-02-25 20:50:00,233,1,"Over 2,5 Goal",247,NG,138
25-02-2025,20:45:00,Argentina,Inghilterra,2-0,2,0,2025-02-25 20:45:00,236,1,"Under 2,5 Goal",130,NG,138
25-02-2025,20:40:00,Nigeria,Portogallo,3-1,3,1,2025-02-25 20:40:00,284,1,"Over 2,5 Goal",248,GG,219
25-02-2025,20:35:00,Inghilterra,Svizzera,0-0,0,0,2025-02-25 20:35:00,319,X,"Under 2,5 Goal",129,NG,136
25-02-2025,20:30:00,Germania,Turchia,2-0,2,0,2025-02-25 20:30:00,209,1,"Under 2,5 Goal",130,NG,139
25-02-2025,20:25:00,Argentina,Francia,1-1,1,1,2025-02-25 20:25:00,324,X,"Under 2,5 Goal",130,GG,222
25-02-2025,20:20:00,Croazia,Germania,0-2,0,2,2025-02-25 20:20:00,225,2,"Under 2,5 Goal",130,NG,138
25-02-2025,20:15:00,Colombia,Inghilterra,1-0,1,0,2025-02-25 20:15:00,355,1,"Under 2,5 Goal",131,NG,140
25-02-2025,20:10:00,Belgio,Brasile,2-0,2,0,2025-02-25 20:10:00,281,1,"Under 2,5 Goal",129,NG,139
25-02-2025,20:05:00,Argentina,Cile,2-1,2,1,2025-02-25 20:05:00,227,1,"Over 2,5 Goal",247,GG,222
25-02-2025,20:00:00,Portogallo,Turchia,0-0,0,0,2025-02-25 20:00:00,313,X,"Under 2,5 Goal",128,NG,137
25-02-2025,19:55:00,Nigeria,Serbia,0-2,0,2,2025-02-25 19:55:00,216,2,"Under 2,5 Goal",128,NG,137
25-02-2025,19:50:00,Inghilterra,Spagna,2-1,2,1,2025-02-25 19:50:00,233,1,"Over 2,5 Goal",247,GG,222
25-02-2025,19:45:00,Germania,Olanda,0-2,0,2,2025-02-25 19:45:00,229,2,"Under 2,5 Goal",130,NG,138
25-02-2025,19:40:00,Francia,Portogallo,0-1,0,1,2025-02-25 19:40:00,223,2,"Under 2,5 Goal",130,NG,138
25-02-2025,19:35:00,Danimarca,Inghilterra,0-0,0,0,2025-02-25 19:35:00,324,X,"Under 2,5 Goal",130,NG,138
25-02-2025,19:30:00,Danimarca,Italia,0-3,0,3,2025-02-25 19:30:00,228,2,"Over 2,5 Goal",246,NG,138
25-02-2025,19:25:00,Argentina,Messico,0-0,0,0,2025-02-25 19:25:00,320,X,"Under 2,5 Goal",129,NG,136
25-02-2025,19:20:00,Cile,Italia,0-1,0,1,2025-02-25 19:20:00,226,2,"Under 2,5 Goal",130,NG,138
25-02-2025,19:15:00,Brasile,Svizzera,0-4,0,4,2025-02-25 19:15:00,245,2,"Over 2,5 Goal",251,NG,136
25-02-2025,19:10:00,Francia,Uruguay,1-2,1,2,2025-02-25 19:10:00,221,2,"Over 2,5 Goal",251,GG,226
25-02-2025,19:05:00,Germania,Portogallo,2-0,2,0,2025-02-25 19:05:00,226,1,"Under 2,5 Goal",130,NG,138
25-02-2025,19:00:00,Inghilterra,Turchia,0-2,0,2,2025-02-25 19:00:00,263,2,"Under 2,5 Goal",130,NG,139
25-02-2025,18:55:00,Spagna,Svizzera,2-0,2,0,2025-02-25 18:55:00,217,1,"Under 2,5 Goal",128,NG,137
25-02-2025,18:50:00,Croazia,Nigeria,1-0,1,0,2025-02-25 18:50:00,201,1,"Under 2,5 Goal",129,NG,139
25-02-2025,18:45:00,Colombia,Olanda,0-1,0,1,2025-02-25 18:45:00,176,2,"Under 2,5 Goal",131,NG,140
25-02-2025,18:40:00,Italia,Serbia,1-1,1,1,2025-02-25 18:40:00,315,X,"Under 2,5 Goal",128,GG,225
25-02-2025,18:35:00,Inghilterra,Serbia,1-1,1,1,2025-02-25 18:35:00,313,X,"Under 2,5 Goal",130,GG,220
25-02-2025,18:30:00,Messico,Svizzera,0-2,0,2,2025-02-25 18:30:00,227,2,"Under 2,5 Goal",130,NG,138
25-02-2025,18:25:00,Italia,Nigeria,1-0,1,0,2025-02-25 18:25:00,202,1,"Under 2,5 Goal",129,NG,139
25-02-2025,18:20:00,Messico,Olanda,1-0,1,0,2025-02-25 18:20:00,253,1,"Under 2,5 Goal",128,NG,137
25-02-2025,18:15:00,Italia,Svizzera,0-1,0,1,2025-02-25 18:15:00,240,2,"Under 2,5 Goal",130,NG,138
25-02-2025,18:10:00,Inghilterra,Olanda,1-0,1,0,2025-02-25 18:10:00,232,1,"Under 2,5 Goal",130,NG,138
25-02-2025,18:05:00,Francia,Turchia,0-1,0,1,2025-02-25 18:05:00,249,2,"Under 2,5 Goal",129,NG,137
25-02-2025,18:00:00,Belgio,Spagna,0-1,0,1,2025-02-25 18:00:00,199,2,"Under 2,5 Goal",129,NG,139
25-02-2025,17:55:00,Brasile,Italia,2-1,2,1,2025-02-25 17:55:00,227,1,"Over 2,5 Goal",247,GG,222
25-02-2025,17:50:00,Brasile,Portogallo,1-1,1,1,2025-02-25 17:50:00,327,X,"Under 2,5 Goal",130,GG,222
25-02-2025,17:45:00,Argentina,Uruguay,1-1,1,1,2025-02-25 17:45:00,324,X,"Under 2,5 Goal",130,GG,221
25-02-2025,17:40:00,Germania,Spagna,0-2,0,2,2025-02-25 17:40:00,228,2,"Under 2,5 Goal",130,NG,138
25-02-2025,17:35:00,Nigeria,Uruguay,0-0,0,0,2025-02-25 17:35:00,306,X,"Under 2,5 Goal",129,NG,139
25-02-2025,17:30:00,Portogallo,Serbia,1-1,1,1,2025-02-25 17:30:00,314,X,"Under 2,5 Goal",128,GG,224
25-02-2025,17:25:00,Olanda,Svizzera,0-1,0,1,2025-02-25 17:25:00,250,2,"Under 2,5 Goal",129,NG,137
25-02-2025,17:20:00,Colombia,Italia,1-0,1,0,2025-02-25 17:20:00,347,1,"Under 2,5 Goal",131,NG,140
25-02-2025,17:15:00,Argentina,Olanda,0-3,0,3,2025-02-25 17:15:00,223,2,"Over 2,5 Goal",247,NG,138
25-02-2025,17:10:00,Brasile,Francia,0-4,0,4,2025-02-25 17:10:00,241,2,"Over 2,5 Goal",247,NG,138
25-02-2025,17:05:00,Italia,Uruguay,0-2,0,2,2025-02-25 17:05:00,225,2,"Under 2,5 Goal",130,NG,138
25-02-2025,17:00:00,Spagna,Turchia,1-1,1,1,2025-02-25 17:00:00,311,X,"Under 2,5 Goal",130,GG,220
25-02-2025,16:55:00,Francia,Spagna,1-1,1,1,2025-02-25 16:55:00,318,X,"Under 2,5 Goal",129,GG,225
25-02-2025,16:50:00,Danimarca,Olanda,1-0,1,0,2025-02-25 16:50:00,240,1,"Under 2,5 Goal",130,NG,138
25-02-2025,16:45:00,Italia,Portogallo,2-1,2,1,2025-02-25 16:45:00,231,1,"Over 2,5 Goal",246,GG,222
25-02-2025,16:40:00,Germania,Messico,0-3,0,3,2025-02-25 16:40:00,252,2,"Over 2,5 Goal",251,NG,137
25-02-2025,16:34:00,Croazia,Inghilterra,2-2,2,2,2025-02-25 16:34:00,326,X,"Over 2,5 Goal",247,GG,222
25-02-2025,16:28:00,Colombia,Spagna,4-0,4,0,2025-02-25 16:28:00,361,1,"Over 2,5 Goal",241,NG,140
25-02-2025,16:22:00,Cile,Olanda,2-1,2,1,2025-02-25 16:22:00,243,1,"Over 2,5 Goal",251,GG,226
25-02-2025,16:16:00,Brasile,Nigeria,2-1,2,1,2025-02-25 16:16:00,200,1,"Over 2,5 Goal",248,GG,219
25-02-2025,16:10:00,Belgio,Uruguay,1-0,1,0,2025-02-25 16:10:00,284,1,"Under 2,5 Goal",129,NG,139
25-02-2025,16:04:00,Argentina,Italia,0-1,0,1,2025-02-25 16:04:00,229,2,"Under 2,5 Goal",130,NG,138
25-02-2025,15:58:00,Portogallo,Svizzera,2-2,2,2,2025-02-25 15:58:00,320,X,"Over 2,5 Goal",247,GG,221
25-02-2025,15:52:00,Olanda,Portogallo,1-0,1,0,2025-02-25 15:52:00,226,1,"Under 2,5 Goal",130,NG,138
25-02-2025,15:46:00,Messico,Spagna,2-2,2,2,2025-02-25 15:46:00,315,X,"Over 2,5 Goal",251,GG,225
25-02-2025,15:40:00,Italia,Turchia,0-2,0,2,2025-02-25 15:40:00,257,2,"Under 2,5 Goal",128,NG,137
25-02-2025,15:34:00,Inghilterra,Messico,2-2,2,2,2025-02-25 15:34:00,317,X,"Over 2,5 Goal",251,GG,225
25-02-2025,15:28:00,Francia,Olanda,1-0,1,0,2025-02-25 15:28:00,246,1,"Under 2,5 Goal",129,NG,136
25-02-2025,15:22:00,Danimarca,Germania,1-2,1,2,2025-02-25 15:22:00,223,2,"Over 2,5 Goal",247,GG,221
25-02-2025,15:16:00,Croazia,Spagna,1-1,1,1,2025-02-25 15:16:00,323,X,"Under 2,5 Goal",130,GG,221
25-02-2025,15:10:00,Cile,Francia,0-0,0,0,2025-02-25 15:10:00,327,X,"Under 2,5 Goal",130,NG,138
25-02-2025,15:04:00,Belgio,Colombia,2-1,2,1,2025-02-25 15:04:00,199,1,"Over 2,5 Goal",248,GG,219
25-02-2025,14:58:00,Argentina,Brasile,0-0,0,0,2025-02-25 14:58:00,325,X,"Under 2,5 Goal",130,NG,138
25-02-2025,14:52:00,Olanda,Spagna,1-0,1,0,2025-02-25 14:52:00,230,1,"Under 2,5 Goal",130,NG,138
25-02-2025,14:46:00,Nigeria,Svizzera,2-0,2,0,2025-02-25 14:46:00,268,1,"Under 2,5 Goal",130,NG,139
25-02-2025,14:40:00,Croazia,Turchia,2-1,2,1,2025-02-25 14:40:00,213,1,"Over 2,5 Goal",252,GG,224
25-02-2025,14:34:00,Messico,Uruguay,0-0,0,0,2025-02-25 14:34:00,317,X,"Under 2,5 Goal",128,NG,137
25-02-2025,14:28:00,Portogallo,Spagna,1-0,1,0,2025-02-25 14:28:00,237,1,"Under 2,5 Goal",130,NG,138
25-02-2025,14:22:00,Svizzera,Uruguay,0-1,0,1,2025-02-25 14:22:00,218,2,"Under 2,5 Goal",129,NG,137
25-02-2025,14:16:00,Inghilterra,Italia,0-1,0,1,2025-02-25 14:16:00,234,2,"Under 2,5 Goal",130,NG,138
25-02-2025,14:10:00,Danimarca,Serbia,1-0,1,0,2025-02-25 14:10:00,215,1,"Under 2,5 Goal",128,NG,137
25-02-2025,14:04:00,Spagna,Uruguay,2-2,2,2,2025-02-25 14:04:00,326,X,"Over 2,5 Goal",247,GG,222
25-02-2025,13:58:00,Serbia,Svizzera,1-1,1,1,2025-02-25 13:58:00,320,X,"Under 2,5 Goal",129,GG,226
25-02-2025,13:52:00,Portogallo,Uruguay,1-2,1,2,2025-02-25 13:52:00,227,2,"Over 2,5 Goal",247,GG,222
25-02-2025,13:46:00,Olanda,Serbia,1-3,1,3,2025-02-25 13:46:00,265,2,"Over 2,5 Goal",247,GG,220
25-02-2025,13:40:00,Nigeria,Olanda,0-2,0,2,2025-02-25 13:40:00,198,2,"Under 2,5 Goal",129,NG,139
25-02-2025,13:34:00,Messico,Turchia,2-1,2,1,2025-02-25 13:34:00,222,1,"Over 2,5 Goal",247,GG,221
25-02-2025,13:28:00,Francia,Svizzera,2-1,2,1,2025-02-25 13:28:00,227,1,"Over 2,5 Goal",247,GG,222
25-02-2025,13:22:00,Colombia,Turchia,0-4,0,4,2025-02-25 13:22:00,191,2,"Over 2,5 Goal",254,NG,138
25-02-2025,13:16:00,Cile,Turchia,1-0,1,0,2025-02-25 13:16:00,216,1,"Under 2,5 Goal",128,NG,137
25-02-2025,13:10:00,Inghilterra,Portogallo,0-1,0,1,2025-02-25 13:10:00,232,2,"Under 2,5 Goal",130,NG,138
25-02-2025,13:04:00,Germania,Serbia,2-1,2,1,2025-02-25 13:04:00,210,1,"Over 2,5 Goal",247,GG,220
25-02-2025,12:58:00,Francia,Italia,0-2,0,2,2025-02-25 12:58:00,225,2,"Under 2,5 Goal",130,NG,138
25-02-2025,12:52:00,Danimarca,Francia,2-2,2,2,2025-02-25 12:52:00,325,X,"Over 2,5 Goal",247,GG,222
25-02-2025,12:46:00,Argentina,Germania,1-1,1,1,2025-02-25 12:46:00,323,X,"Under 2,5 Goal",130,GG,221
25-02-2025,12:40:00,Messico,Serbia,0-1,0,1,2025-02-25 12:40:00,240,2,"Under 2,5 Goal",130,NG,138
25-02-2025,12:34:00,Italia,Spagna,0-2,0,2,2025-02-25 12:34:00,223,2,"Under 2,5 Goal",130,NG,138
25-02-2025,12:28:00,Croazia,Olanda,1-1,1,1,2025-02-25 12:28:00,324,X,"Under 2,5 Goal",130,GG,221
25-02-2025,12:22:00,Colombia,Messico,3-0,3,0,2025-02-25 12:22:00,326,1,"Over 2,5 Goal",242,NG,140
25-02-2025,12:16:00,Cile,Inghilterra,2-0,2,0,2025-02-25 12:16:00,240,1,"Under 2,5 Goal",130,NG,138
25-02-2025,12:10:00,Germania,Nigeria,0-2,0,2,2025-02-25 12:10:00,290,2,"Under 2,5 Goal",129,NG,139
25-02-2025,12:04:00,Francia,Inghilterra,0-1,0,1,2025-02-25 12:04:00,221,2,"Under 2,5 Goal",129,NG,138
25-02-2025,11:58:00,Brasile,Spagna,1-1,1,1,2025-02-25 11:58:00,325,X,"Under 2,5 Goal",130,GG,222
25-02-2025,11:52:00,Belgio,Svizzera,1-0,1,0,2025-02-25 11:52:00,263,1,"Under 2,5 Goal",130,NG,139
25-02-2025,11:46:00,Argentina,Turchia,1-0,1,0,2025-02-25 11:46:00,214,1,"Under 2,5 Goal",128,NG,137
25-02-2025,11:40:00,Messico,Portogallo,2-0,2,0,2025-02-25 11:40:00,246,1,"Under 2,5 Goal",129,NG,136
25-02-2025,11:34:00,Italia,Olanda,0-0,0,0,2025-02-25 11:34:00,323,X,"Under 2,5 Goal",130,NG,138
25-02-2025,11:28:00,Inghilterra,Nigeria,1-0,1,0,2025-02-25 11:28:00,199,1,"Under 2,5 Goal",129,NG,139
25-02-2025,11:22:00,Germania,Italia,2-1,2,1,2025-02-25 11:22:00,225,1,"Over 2,5 Goal",247,GG,221
25-02-2025,11:16:00,Cile,Svizzera,0-2,0,2,2025-02-25 11:16:00,235,2,"Under 2,5 Goal",130,NG,138
25-02-2025,11:10:00,Brasile,Uruguay,2-2,2,2,2025-02-25 11:10:00,327,X,"Over 2,5 Goal",246,GG,222
25-02-2025,11:04:00,Colombia,Uruguay,0-1,0,1,2025-02-25 11:04:00,177,2,"Under 2,5 Goal",131,NG,140
25-02-2025,00:55:00,Danimarca,Nigeria,1-0,1,0,2025-02-25 00:55:00,203,1,"Under 2,5 Goal",129,NG,139
25-02-2025,00:50:00,Francia,Germania,1-0,1,0,2025-02-25 00:50:00,245,1,"Under 2,5 Goal",129,NG,136
25-02-2025,00:45:00,Svizzera,Turchia,0-0,0,0,2025-02-25 00:45:00,319,X,"Under 2,5 Goal",129,NG,136
25-02-2025,00:40:00,Messico,Nigeria,2-2,2,2,2025-02-25 00:40:00,312,X,"Over 2,5 Goal",247,GG,220
